,seed,model,data,batch_size,method,count,num_epochs,lr,loss,epoch,type,spearman
200,101,Prime_690M,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,19,train,0.98
201,101,Prime_690M,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,19,valid,0.752
202,101,Prime_690M,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,20,train,0.979
203,101,Prime_690M,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,20,valid,0.752
204,101,Prime_690M,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,21,valid,0.768
205,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,1,train,0.603
206,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,1,valid,0.607
207,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,2,train,0.725
208,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,2,valid,0.663
209,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,3,train,0.788
210,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,3,valid,0.715
211,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,4,train,0.823
212,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,4,valid,0.725
213,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,5,train,0.847
214,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,5,valid,0.717
215,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,6,train,0.866
